y2,,approx y2,
X,Y,X,Y
-4.000278793584126,6.926873264791272,-3.994158007168977,8.016259935852744
-3.9757956479235297,1.3777858468403679,-3.9757956479235297,0.8407474550271985
-3.953352764401317,-1.9502767354200188,-3.957433288678083,-2.9479500766978077
-3.939070929432636,-5.185393751184435,-3.939070929432636,-6.972388788174584
-3.9207085701871893,-9.029222077137284,-3.9207085701871893,-10.878956909775482
-3.8962254245265933,-13.444367250671675,-3.7600379267895283,-14.767750894807783
-3.8189504960353373,-16.403520411629458,-3.8052880263586655,-18.420269139590005
-3.770749303016039,-19.84962224628873,-3.7921720554690603,-21.02424696695021
-3.772279499619826,-22.518080445977965,-3.645273181505485,-10.878956909775482
-3.6171175639957993,-10.372621205782536,-3.6146692494297397,-7.5176404964440025
-3.6391523950903357,-14.256304242168198,-3.584065317353995,-3.758129967926358
-3.5893117057098367,-5.92502752790368,-3.550400992070675,0.31153256170687627
-3.6330316086751866,-17.468858364709703,-3.520817191064122,3.5648677543810763
-3.5692005503457755,-2.974461340268057,-3.4922535211267594,7.185178729140532
-3.5534613852782497,0.32250695620138714,-3.4555288026358655,10.52212404339026
-3.5334297206468532,4.137450083036477,-3.30862992867229,13.696840573141827
-3.5063784128540263,7.797899764974424,-3.311690321879864,16.230530376981363
-3.4661381657554573,11.717518272954063,-3.155610268293565,10.645415562683038
-3.372898186031354,15.315890780780332,-3.112764763387522,7.529435690047887
-3.3219359860965265,18.39767629347052,-3.06991925848148,3.5686096778691976
-3.192334986784459,13.759320082795359,-3.024625439009377,-0.5250546181378581
-3.182133676092544,11.087542435032702,-2.9719866758390956,-4.415719564914227
-3.1401282791258356,7.289813394378768,-2.916899598102755,-7.942295356296185
-3.1066439769723737,3.733628503695442,-2.7608195445164556,-11.340336075861103
-3.06869510119845,0.2201868637568012,-2.6047394909301564,-7.120328406080041
-3.0346070291633125,-3.5857954347638596,-2.5557731996089643,-4.123849532840602
-2.9903490350845425,-7.061999935435033,-2.5068069082877726,-1.1346674104030043
-2.8856835873854947,-10.62465420374506,-2.4578406169665805,2.157530330497842
-2.762131141605416,-11.121229592960283,-2.4027535392302393,5.205327011574404
-2.6570015903210438,-6.79371007252405,-2.284010282776349,9.11593641054247
-2.602291176364097,-3.4545479966825425,-2.1686334588507905,10.137088620833918
-2.5383524998120026,-0.5236463574684791,-2.011023208660704,6.333035838795151
-2.4578406169665805,2.8917536295883153,-1.9314529852637667,3.391990889229774
-2.3905119663999415,5.881543020594837,-1.8457619754516807,0.5208129967926425
-2.1946468011151734,7.928561467816806,-1.6682591694123605,-1.9293450471807674
-1.9874144610594149,5.051614352327192,-1.4111861399761025,-0.005996374285309969
-1.8722853832506603,2.5889142236443305,-1.15717350374742,0.5208129967926425
-1.643776023751764,-0.344007011319583,-0.8970400811035875,-0.8078371217403415
-1.386702994315507,-1.2151722214474887,-0.6430274448749049,0.9653535071817103
-1.129629964879249,-0.30780668610119477,-0.40125638147651976,2.408613396550926
-0.8725569354429918,0.5759109110106309,-0.12214852094572493,0.34232324640915834
-0.6154839060067339,0.9920535313088692,0.1312520366414427,0.22814112397156094
-0.35841087657047677,1.0474441810378323,0.39154653261199,2.1346652085519935
-0.10133784713421878,1.0705321035121713,0.6331565226836595,0.968366740306358
0.1557351823020383,1.024025340159774,0.8779879792896192,-1.8887184493097138
0.4128082117382963,0.8599916329661212,1.1350610087258772,-2.270394645098314
0.6698812411745543,0.3367332709126174,1.3921340381621343,-2.2639799191186682
0.9269542706108114,-0.9746199972109864,1.6461466743908177,-2.3035587784130414
1.1840273000470694,-2.8621174793535715,1.8205890872225643,1.0052851764049748
1.4411003294833264,-3.6844918294646334,1.9001593106195012,4.122236167278707
1.6535790578949277,-1.716632877097716,1.9674879611861398,6.968093710779538
1.7838643687316704,1.1163944531199306,2.0348166117527784,10.11547901269001
1.880922553314747,4.020321721632463,2.19259688378773,13.536345465532474
1.9618380044952328,6.887358608914038,2.2184402042072486,14.581090503416544
2.02869582533763,9.69120562703629,2.353097505340526,10.886007878956917
2.2464938086100146,11.506525858661721,2.408184583076868,7.820931529772704
2.4081845830768662,8.05957706923185,2.4571508743980592,3.7384930042300013
2.4580252724573652,3.6564268599898284,2.493875592888952,0.815347731956301
2.5061171657192505,0.7824196152009577,2.536721097794996,-2.6222423650815756
2.5571237191788248,-2.623119935232957,2.579566602701038,-6.515874122623522
2.5877276512545704,-6.422998348047145,2.622412107607082,-9.907927764607436
2.643834860060104,-8.759792044345268,2.787673340816105,-14.899012225166175
2.6836199717585716,-12.904605384698804,2.787673340816105,-17.06061451215544
2.8129462653689776,-16.40479284167187,2.9345722147796804,-11.594911603836437
2.9686737390926536,-12.779183411298881,2.965176146855426,-9.329800585692368
2.9406930011948296,-15.610619160507596,3.0202632245917664,-2.700110011001094
3.0195431320723367,-5.469609009246355,3.0529074188058933,0.4815228001673404
3.058736739201273,-2.2568709587256492,3.081471088743256,3.7594477757634976
3.07739056446649,1.7440565324138149,3.0998334479887033,6.333757495467864
3.1129494188783076,5.547058908413675,3.1243165936493,9.373615953144618
3.14573934610232,10.140615934004344,3.1487997393098945,12.036582531492591
3.1681037580038263,14.4606416871373,3.17940367138564,15.591409845209878
3.2208366871189567,18.495742824553318,3.4568708739152934,18.44845752180853
3.3227020827520706,20.843867430526117,3.3263025453492157,22.629449813887135
3.3328605307940196,24.239065224042918,3.467080632897642,14.617012968902529
3.311000579311343,25.832896120056215,3.4854429921430894,11.560823688002607
3.4637848248279477,17.029650846991533,3.514006662080452,7.564983963185057
3.4793222057279403,12.770674520594,3.546650856294579,1.9857760423929776
3.499910305487986,9.472203046168904,3.5833755747854736,-4.088969460326304
3.473201419312791,20.75475885616731,3.615203664144249,-9.792302328824427
3.522167710633984,6.848645482099684,3.6568250117672614,-17.628655506395702
3.552771642709728,0.2862624290598248,3.8282070313914334,-20.282410635429727
3.579775112188327,-6.719255679312106,3.7792407400702404,-25.018937386696415
3.6098989825844514,-11.813878923103566,3.7976030993156877,-29.798950634500073
3.6262210796915157,-14.351985776042383,3.9200188276186685,-13.539464509831262
3.5894963612006228,-8.184771998326589,3.9481744451283527,-4.457944498675218
3.692869642878695,-20.96314418910289,3.938381186864114,-11.103472319062888
3.7503856041131103,-22.773382373448612,3.9567435461095615,0.2345558499511995
3.7633266953908544,-27.05907027674597,3.975105905355009,8.462297215637061
3.7705696259821133,-30.00167014940932,3.206940874035989,19.50495049504951
3.7976030993156877,-31.433342630037657,,
3.9077772547883702,-15.733408678896055,,
3.9240993518954346,-10.737158798039417,,
3.9065530975053404,-20.70381536745223,,
3.953683152901987,-4.291701186640864,,
3.9567435461095615,-1.2851636666916875,,
3.944501973279263,-9.006498396318506,,
3.901656468373221,-25.629619299958158,,
3.975105905355009,4.374600558647419,,
